job_index,strategy,n_bins,min_support,final_score,n_selected_features,selected_features,init,cluster_sizes,silhouette_sample_std,silhouette_negative_fraction,cluster_assignments,status,error_message
134,kmeans,5,0.95,0.4274857368399357,0,,,[],,,,baseline_no_features,
135,kmeans,5,0.9,0.4274857368399357,0,,,[],,,,baseline_no_features,
136,kmeans,5,0.85,0.4274857368399357,0,,,[],,,,baseline_no_features,
137,kmeans,5,0.8,0.4274857368399357,0,,,[],,,,baseline_no_features,
138,kmeans,5,0.75,0.4274857368399357,0,,,[],,,,baseline_no_features,
139,kmeans,5,0.7,0.4274857368399357,0,,,[],,,,baseline_no_features,
140,kmeans,5,0.65,0.4274857368399357,0,,,[],,,,baseline_no_features,
141,kmeans,5,0.6,0.4274857368399357,0,,,[],,,,baseline_no_features,
142,kmeans,5,0.55,0.4274857368399357,0,,,[],,,,baseline_no_features,
143,kmeans,5,0.5,0.4274857368399357,0,,,[],,,,baseline_no_features,
144,kmeans,5,0.45,0.4274857368399357,0,,,[],,,,baseline_no_features,
145,kmeans,5,0.4,0.4803453985720852,1,fused_4_veryhigh,huang,"[197, 602, 593, 164, 243]",0.2211390518415025,0.0555864369093941,"[4,2,4,4,1,1,4,0,4,2,0,1,0,2,2,2,2,2,4,4,2,2,4,4,2,4,2,1,2,1,4,1,4,2,4,2,2,1,2,2,2,1,2,2,2,4,4,4,1,0,1,3,1,1,2,2,2,2,2,1,2,4,4,2,1,2,1,1,4,4,2,2,4,1,4,4,2,1,1,4,2,2,1,2,2,4,4,4,1,4,2,1,4,2,2,1,0,2,1,2,1,0,1,1,2,0,1,2,1,4,2,0,2,2,2,2,1,2,1,4,2,1,1,1,2,2,2,3,2,2,4,2,2,2,2,1,2,2,2,4,2,2,3,4,4,4,2,1,2,2,1,1,2,4,4,4,1,4,1,1,4,3,1,1,1,4,1,1,1,2,1,2,4,1,1,1,1,0,0,1,2,4,2,4,0,1,2,1,2,1,4,4,2,2,1,2,4,4,1,1,2,1,2,2,0,1,1,3,1,4,2,2,4,4,2,1,1,1,2,4,1,2,4,2,4,1,4,2,1,2,4,1,2,1,1,2,2,1,1,1,1,1,4,2,1,2,2,1,1,0,0,2,2,4,4,2,1,2,2,4,1,1,4,4,1,2,2,2,2,1,1,4,2,1,3,4,2,2,4,1,1,2,1,2,1,4,2,1,2,3,2,2,2,2,2,2,1,1,2,4,1,1,1,4,1,2,1,2,2,1,0,4,2,2,2,1,1,4,1,2,2,2,0,2,2,4,1,4,1,2,1,0,1,2,2,1,1,4,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,4,2,1,2,2,1,1,2,2,2,4,2,1,2,2,2,1,4,2,1,4,2,2,4,1,1,1,1,4,2,0,2,2,4,1,1,1,1,2,2,2,1,1,1,2,3,2,1,1,1,1,2,4,0,2,4,1,1,1,0,2,4,1,4,1,2,1,2,1,1,0,0,4,2,4,1,2,2,2,2,0,2,3,2,2,1,1,1,3,2,3,1,2,0,1,1,1,1,1,2,2,1,4,2,1,2,2,2,2,2,1,4,1,3,1,4,1,4,4,2,2,2,1,2,0,0,4,1,2,2,4,1,4,2,1,0,1,3,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,4,2,2,1,1,1,1,1,1,1,1,4,2,4,1,2,1,2,1,1,4,2,0,1,2,0,1,1,4,4,2,0,2,4,2,4,0,4,2,4,2,1,2,1,1,1,4,2,2,2,1,1,3,4,2,0,2,1,2,4,2,0,2,3,1,2,2,2,1,2,2,4,2,2,2,4,2,1,2,2,4,2,4,4,1,2,2,2,1,4,4,2,2,0,2,1,4,3,1,1,2,2,1,1,4,4,2,1,1,3,2,2,2,1,2,1,1,2,4,0,2,2,2,1,2,2,4,2,2,2,2,4,1,2,2,1,2,4,1,1,0,1,4,2,1,1,2,2,4,4,3,2,2,4,2,0,0,0,2,0,4,1,0,2,4,2,1,1,2,2,2,1,2,2,1,4,0,4,2,1,2,1,1,3,4,4,1,2,2,0,2,2,1,2,2,2,3,4,0,1,2,4,4,2,2,3,1,2,1,0,2,1,2,0,0,1,2,2,2,3,4,1,2,2,2,4,3,2,3,3,0,1,0,3,2,2,3,1,2,0,2,3,2,3,2,2,1,1,0,1,1,1,2,4,1,1,1,2,2,3,1,2,1,2,2,4,1,2,0,1,2,3,2,2,1,2,2,2,4,1,1,0,4,1,1,4,2,2,1,2,1,4,0,2,4,3,1,2,0,2,2,4,2,2,2,2,1,0,1,3,1,1,4,2,3,2,2,4,1,4,2,0,2,2,2,1,2,1,2,2,1,3,2,1,1,2,0,2,0,1,2,4,2,1,2,3,1,1,1,4,2,2,1,2,2,1,2,0,4,1,2,3,1,2,1,3,1,0,2,2,0,2,2,0,2,1,3,2,2,3,0,1,3,2,1,0,1,1,2,2,1,1,1,2,2,1,1,0,1,2,2,4,0,2,2,3,4,0,1,2,2,1,1,0,4,0,1,1,0,2,2,1,2,1,2,2,1,1,1,2,1,2,0,0,0,2,1,1,2,1,2,2,1,1,2,2,0,0,2,1,0,1,2,1,1,3,3,3,2,3,0,3,4,2,1,1,1,1,0,3,1,4,1,2,2,1,1,2,0,2,1,3,1,0,1,0,0,1,2,2,2,1,2,1,0,3,4,0,3,3,4,1,2,2,2,1,1,4,1,1,3,3,1,1,2,4,1,1,1,1,3,1,3,3,1,0,0,2,2,0,3,3,0,0,1,2,3,1,3,1,4,1,3,1,1,0,0,1,2,4,4,1,0,3,2,1,1,3,3,1,0,4,1,4,1,1,0,1,3,2,1,0,1,3,3,2,0,3,3,1,3,3,2,4,2,2,2,2,1,2,1,3,1,2,0,2,0,1,1,2,2,2,1,2,1,2,0,4,2,3,0,4,2,1,2,2,3,1,2,2,1,0,1,2,3,1,0,0,4,2,2,1,1,3,3,3,1,3,0,1,1,3,2,1,1,0,1,1,4,2,2,1,1,3,3,1,1,3,0,4,1,2,1,0,1,1,1,3,1,4,1,1,4,2,1,4,3,0,1,0,2,3,3,4,2,2,2,2,1,2,2,3,4,1,1,2,3,3,1,1,4,2,0,0,2,2,1,1,0,3,1,4,1,3,1,1,3,1,0,0,4,3,1,3,2,0,0,3,3,3,1,1,2,1,1,3,1,4,3,2,3,3,1,1,2,1,3,1,2,2,1,0,0,0,3,1,3,1,1,1,1,0,0,1,1,2,2,2,1,3,1,2,3,4,1,1,2,1,1,1,2,2,4,1,4,3,1,1,4,1,1,2,1,1,2,0,1,1,0,2,2,4,2,2,1,4,1,2,2,1,2,2,1,0,1,1,0,4,3,1,1,2,2,4,1,2,2,1,4,4,0,1,0,2,4,2,2,2,2,2,3,2,0,4,3,4,1,2,2,4,4,1,2,1,2,0,3,3,0,0,2,4,2,2,3,1,0,1,1,4,1,2,2,3,1,2,3,3,2,2,4,0,1,2,4,0,2,0,2,1,4,2,4,3,0,1,1,1,1,1,4,4,1,1,1,1,1,2,1,1,1,2,2,1,3,4,4,2,2,2,1,1,2,4,4,1,4,1,1,1,1,2,2,1,1,2,1,0,1,3,2,0,4,2,2,1,2,4,1,4,1,4,1,1,0,3,1,1,0,2,0,2,3,0,4,0,1,1,2,1,2,0,2,3,0,3,1,2,1,0,3,3,0,4,1,2,0,2,2,4,4,4,4,3,2,2,2,0,1,2,2,2,4,1,1,2,2,2,1,3,3,1,4,1,1,3,3,1,2,0,2,1,3,3,2,1,1,3,1,4,1,2,1,0,1,2,1,2,0,2,3,4,2,1,3,1,2,3,2,0,0,2,4,2,2,2,2,0,0,2,1,1,1,3,1,0,0,1,4,4,2,1,3,0,4,1,1,1,3,3,4,4,0,2,0,4,0,2,3,0,1,0,2,1,4,0,1,0,0,0,1,2,4,1,1,2,1,4,0,1,1,2,2,0,1,0,1,1,2,3,1,0,3,4,1,2,4,1,2,2,1,0,1,2,2,1,1,3,1,1,0,1,3,1,2,4,0,2,1,2,4,3,1,1,3,2,4,2,1,1,2,2,1,0,2,1,2,4,1,2,3,1,1,1,1,2,0,1,1,1,0,4,4,3,0,0,2,3,2,3,1,1,2,0,2,4,2,2,1,1,3,1,1,1,2,1,3,1,1,3,1,1,1,2,1,3,0,2,2,2,1,4,0,1,2,1,2,3,1,0,2,1,4,1,1,2,1,2,2,1,0,2,0,1,0,2,1,2,1,2,1,1,2,1,0,1,2,2,3,0,1,3,0,0,0,1,1,0,3,1,1,2,3,0,0,3,3,0,1]",ok,
146,kmeans,5,0.35,0.5955174975305134,1,fused_2_medium,huang,"[191, 330, 472, 164, 642]",0.173311056686429,0.0072262367982212,"[1,2,1,1,4,2,1,0,1,2,0,2,0,4,4,2,2,4,1,1,4,4,1,1,4,1,2,2,2,4,1,2,1,4,1,2,4,2,4,4,4,4,2,2,4,1,1,1,2,0,4,3,2,4,2,1,4,4,4,2,4,1,1,4,2,4,2,4,1,1,4,4,1,2,1,1,4,2,2,1,2,4,2,4,1,1,1,1,2,1,4,2,1,4,2,2,0,4,4,4,2,0,2,2,1,0,4,4,2,1,2,0,2,2,4,4,4,4,4,1,4,2,2,2,4,1,4,3,4,4,1,4,1,2,4,4,4,4,4,1,2,4,3,1,1,1,4,2,4,2,4,4,4,1,1,1,2,1,2,4,1,3,4,2,4,1,2,2,4,1,2,4,1,2,2,1,4,0,0,4,4,1,4,1,0,2,2,2,4,2,1,1,1,4,4,2,1,1,2,4,1,2,4,4,0,4,2,3,4,1,2,4,1,1,4,2,2,2,4,1,4,4,1,4,1,2,1,2,4,4,1,4,2,4,2,2,4,4,4,2,2,4,1,4,1,4,1,1,2,0,0,4,2,1,1,4,2,4,1,1,2,4,1,1,2,4,4,4,2,4,2,1,1,4,3,1,4,4,1,4,4,4,2,1,4,1,4,4,4,3,1,2,4,4,4,1,1,2,4,1,4,1,4,1,2,2,2,2,2,2,0,1,2,1,4,2,2,1,4,4,4,4,0,1,2,1,2,4,2,4,4,0,4,4,2,2,2,1,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,2,2,4,4,1,4,1,1,2,2,2,4,4,4,4,2,1,2,2,2,4,2,2,1,4,2,1,1,2,1,4,4,2,4,1,4,0,4,4,1,4,2,2,1,4,4,2,4,2,4,4,3,4,2,2,2,4,2,1,0,4,1,2,1,2,0,2,1,4,1,4,4,1,1,2,2,0,0,1,4,1,4,4,4,4,4,0,4,3,2,2,1,2,2,3,4,3,2,2,0,2,4,1,4,2,4,4,2,1,4,2,4,4,4,4,4,2,1,2,3,4,1,4,1,1,4,4,4,2,4,0,0,1,1,4,2,1,1,1,2,2,0,2,3,4,4,4,2,4,4,4,2,2,4,4,2,4,4,4,4,2,1,4,4,1,4,4,2,2,1,4,2,1,2,2,1,2,1,4,1,2,4,4,4,1,2,0,4,1,0,4,2,1,1,4,0,2,1,4,1,0,1,2,1,1,4,2,2,2,4,1,4,4,4,2,1,3,1,2,0,4,2,2,1,4,0,4,3,2,4,4,4,2,2,4,1,4,4,1,1,1,1,4,2,1,4,1,1,4,4,4,4,2,1,1,4,4,0,4,2,1,3,2,2,2,4,2,4,1,1,4,2,2,3,4,2,1,2,4,4,2,4,1,0,4,2,4,2,2,4,1,4,1,4,4,1,2,2,2,2,4,1,4,4,0,4,1,4,4,2,4,4,1,1,3,4,2,1,4,0,0,0,4,0,1,1,0,4,1,4,4,2,1,4,1,4,4,4,4,1,0,1,4,4,2,2,4,3,1,1,4,1,4,0,4,2,4,4,2,4,3,1,0,2,4,1,1,1,4,3,4,4,4,0,4,4,4,0,0,2,4,4,4,3,1,4,2,4,1,1,3,2,3,3,0,2,0,3,2,4,3,1,2,0,4,3,2,3,4,2,2,2,0,2,4,2,4,1,2,4,4,4,1,3,4,4,4,4,4,1,2,2,0,2,2,3,4,2,4,4,4,4,1,4,2,0,1,2,4,1,2,4,4,4,4,1,0,2,1,3,2,4,0,4,4,1,4,4,1,4,1,0,4,3,2,1,1,1,3,2,4,1,4,1,2,0,4,4,4,2,4,4,4,4,4,3,4,2,2,4,0,2,0,4,2,1,4,4,1,3,2,2,2,1,4,2,2,2,4,2,4,0,1,2,4,3,4,2,2,3,4,0,4,2,0,4,4,0,1,2,3,2,2,3,0,2,3,4,2,0,2,2,4,4,2,4,2,4,4,4,2,0,2,2,4,1,0,1,4,3,1,0,2,4,4,2,4,0,1,0,1,2,0,4,2,4,4,1,2,4,2,4,2,4,2,2,0,0,0,4,4,4,4,2,4,4,4,2,4,4,0,0,4,2,0,4,4,4,2,3,3,3,2,3,0,3,1,4,4,4,2,2,0,3,4,1,2,4,4,2,2,4,0,4,2,3,2,0,2,0,0,4,1,4,4,4,4,2,0,3,1,0,3,3,1,2,4,4,4,4,2,1,2,2,3,3,2,4,4,1,4,2,2,2,3,4,3,3,2,2,0,4,2,0,3,3,0,0,2,4,3,2,3,2,1,2,3,2,2,0,0,2,4,1,1,1,0,3,2,2,4,3,3,2,0,1,2,1,2,2,0,4,3,4,4,0,2,3,3,4,0,3,3,2,3,3,4,1,4,4,2,4,4,4,4,3,2,4,0,4,0,2,4,4,1,4,4,2,4,4,0,1,4,3,0,1,4,2,4,4,3,2,4,2,1,2,2,4,3,2,0,0,1,2,2,2,2,3,3,3,4,3,0,2,2,3,4,4,4,0,2,4,1,4,4,4,2,3,3,4,2,3,0,1,2,2,2,0,2,4,4,3,4,1,4,4,1,4,4,1,3,0,2,0,1,3,3,1,2,4,4,4,2,4,4,3,1,2,2,4,3,3,4,2,1,4,0,0,4,4,2,4,0,3,2,1,2,3,4,2,3,2,0,0,1,3,4,3,4,0,0,3,3,3,4,2,4,2,2,3,2,1,3,4,3,3,4,4,1,2,3,4,1,4,2,0,0,0,3,4,3,2,4,4,4,0,0,4,2,4,2,4,2,3,4,4,3,1,2,1,4,4,1,2,4,4,1,4,1,3,4,4,1,2,4,4,2,4,4,0,4,4,0,4,4,1,4,4,4,1,4,4,4,4,2,2,2,0,2,2,0,1,3,2,2,4,4,1,2,1,4,4,1,1,0,2,0,4,1,4,4,2,4,2,3,4,0,1,3,1,4,4,4,1,1,2,2,4,4,0,3,3,0,0,4,1,4,2,3,2,0,2,4,1,4,4,4,3,4,4,3,3,2,4,1,0,2,2,1,0,2,0,4,2,1,2,1,3,0,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,4,4,4,2,3,1,1,4,1,4,1,2,4,1,1,2,1,4,4,2,2,2,4,4,2,4,2,0,4,3,2,0,1,2,2,2,4,1,2,1,2,1,2,2,0,3,2,2,0,4,0,4,3,0,1,0,4,4,1,4,4,0,4,3,0,3,4,2,2,0,3,3,0,1,4,4,0,4,2,1,1,1,1,3,2,1,4,2,2,2,4,4,1,4,2,4,4,4,2,3,3,4,1,2,4,3,3,4,4,0,1,2,3,3,4,2,4,3,4,1,4,4,2,0,2,2,4,4,0,4,3,1,4,4,3,2,1,3,4,0,0,2,1,4,2,2,2,0,0,1,4,4,2,3,2,0,0,2,1,1,4,2,3,0,1,4,2,4,3,3,1,1,0,2,0,1,0,4,3,0,4,0,4,4,1,0,2,0,0,0,1,4,1,4,4,4,1,1,0,1,2,4,2,0,4,0,2,4,4,3,2,0,3,1,4,4,1,2,1,2,4,0,2,2,4,2,4,3,2,4,0,4,3,2,4,1,0,4,4,4,1,3,4,2,3,2,1,4,2,4,1,4,4,0,4,4,4,1,2,4,3,4,2,4,4,4,0,2,4,4,0,1,1,3,0,0,4,3,4,3,2,2,4,0,4,1,2,4,1,2,3,2,2,2,4,2,3,2,2,3,4,2,4,4,4,3,0,4,4,4,1,1,0,4,4,4,4,3,2,0,4,2,1,4,4,2,2,4,2,2,2,4,0,2,0,4,2,2,2,4,2,2,4,4,0,2,2,4,3,0,4,3,0,0,0,4,4,0,3,4,4,4,3,2,0,3,3,2,2]",ok,
147,kmeans,5,0.3,0.5955174975305134,1,fused_2_medium,huang,"[191, 330, 472, 164, 642]",0.173311056686429,0.0072262367982212,"[1,2,1,1,4,2,1,0,1,2,0,2,0,4,4,2,2,4,1,1,4,4,1,1,4,1,2,2,2,4,1,2,1,4,1,2,4,2,4,4,4,4,2,2,4,1,1,1,2,0,4,3,2,4,2,1,4,4,4,2,4,1,1,4,2,4,2,4,1,1,4,4,1,2,1,1,4,2,2,1,2,4,2,4,1,1,1,1,2,1,4,2,1,4,2,2,0,4,4,4,2,0,2,2,1,0,4,4,2,1,2,0,2,2,4,4,4,4,4,1,4,2,2,2,4,1,4,3,4,4,1,4,1,2,4,4,4,4,4,1,2,4,3,1,1,1,4,2,4,2,4,4,4,1,1,1,2,1,2,4,1,3,4,2,4,1,2,2,4,1,2,4,1,2,2,1,4,0,0,4,4,1,4,1,0,2,2,2,4,2,1,1,1,4,4,2,1,1,2,4,1,2,4,4,0,4,2,3,4,1,2,4,1,1,4,2,2,2,4,1,4,4,1,4,1,2,1,2,4,4,1,4,2,4,2,2,4,4,4,2,2,4,1,4,1,4,1,1,2,0,0,4,2,1,1,4,2,4,1,1,2,4,1,1,2,4,4,4,2,4,2,1,1,4,3,1,4,4,1,4,4,4,2,1,4,1,4,4,4,3,1,2,4,4,4,1,1,2,4,1,4,1,4,1,2,2,2,2,2,2,0,1,2,1,4,2,2,1,4,4,4,4,0,1,2,1,2,4,2,4,4,0,4,4,2,2,2,1,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,2,2,4,4,1,4,1,1,2,2,2,4,4,4,4,2,1,2,2,2,4,2,2,1,4,2,1,1,2,1,4,4,2,4,1,4,0,4,4,1,4,2,2,1,4,4,2,4,2,4,4,3,4,2,2,2,4,2,1,0,4,1,2,1,2,0,2,1,4,1,4,4,1,1,2,2,0,0,1,4,1,4,4,4,4,4,0,4,3,2,2,1,2,2,3,4,3,2,2,0,2,4,1,4,2,4,4,2,1,4,2,4,4,4,4,4,2,1,2,3,4,1,4,1,1,4,4,4,2,4,0,0,1,1,4,2,1,1,1,2,2,0,2,3,4,4,4,2,4,4,4,2,2,4,4,2,4,4,4,4,2,1,4,4,1,4,4,2,2,1,4,2,1,2,2,1,2,1,4,1,2,4,4,4,1,2,0,4,1,0,4,2,1,1,4,0,2,1,4,1,0,1,2,1,1,4,2,2,2,4,1,4,4,4,2,1,3,1,2,0,4,2,2,1,4,0,4,3,2,4,4,4,2,2,4,1,4,4,1,1,1,1,4,2,1,4,1,1,4,4,4,4,2,1,1,4,4,0,4,2,1,3,2,2,2,4,2,4,1,1,4,2,2,3,4,2,1,2,4,4,2,4,1,0,4,2,4,2,2,4,1,4,1,4,4,1,2,2,2,2,4,1,4,4,0,4,1,4,4,2,4,4,1,1,3,4,2,1,4,0,0,0,4,0,1,1,0,4,1,4,4,2,1,4,1,4,4,4,4,1,0,1,4,4,2,2,4,3,1,1,4,1,4,0,4,2,4,4,2,4,3,1,0,2,4,1,1,1,4,3,4,4,4,0,4,4,4,0,0,2,4,4,4,3,1,4,2,4,1,1,3,2,3,3,0,2,0,3,2,4,3,1,2,0,4,3,2,3,4,2,2,2,0,2,4,2,4,1,2,4,4,4,1,3,4,4,4,4,4,1,2,2,0,2,2,3,4,2,4,4,4,4,1,4,2,0,1,2,4,1,2,4,4,4,4,1,0,2,1,3,2,4,0,4,4,1,4,4,1,4,1,0,4,3,2,1,1,1,3,2,4,1,4,1,2,0,4,4,4,2,4,4,4,4,4,3,4,2,2,4,0,2,0,4,2,1,4,4,1,3,2,2,2,1,4,2,2,2,4,2,4,0,1,2,4,3,4,2,2,3,4,0,4,2,0,4,4,0,1,2,3,2,2,3,0,2,3,4,2,0,2,2,4,4,2,4,2,4,4,4,2,0,2,2,4,1,0,1,4,3,1,0,2,4,4,2,4,0,1,0,1,2,0,4,2,4,4,1,2,4,2,4,2,4,2,2,0,0,0,4,4,4,4,2,4,4,4,2,4,4,0,0,4,2,0,4,4,4,2,3,3,3,2,3,0,3,1,4,4,4,2,2,0,3,4,1,2,4,4,2,2,4,0,4,2,3,2,0,2,0,0,4,1,4,4,4,4,2,0,3,1,0,3,3,1,2,4,4,4,4,2,1,2,2,3,3,2,4,4,1,4,2,2,2,3,4,3,3,2,2,0,4,2,0,3,3,0,0,2,4,3,2,3,2,1,2,3,2,2,0,0,2,4,1,1,1,0,3,2,2,4,3,3,2,0,1,2,1,2,2,0,4,3,4,4,0,2,3,3,4,0,3,3,2,3,3,4,1,4,4,2,4,4,4,4,3,2,4,0,4,0,2,4,4,1,4,4,2,4,4,0,1,4,3,0,1,4,2,4,4,3,2,4,2,1,2,2,4,3,2,0,0,1,2,2,2,2,3,3,3,4,3,0,2,2,3,4,4,4,0,2,4,1,4,4,4,2,3,3,4,2,3,0,1,2,2,2,0,2,4,4,3,4,1,4,4,1,4,4,1,3,0,2,0,1,3,3,1,2,4,4,4,2,4,4,3,1,2,2,4,3,3,4,2,1,4,0,0,4,4,2,4,0,3,2,1,2,3,4,2,3,2,0,0,1,3,4,3,4,0,0,3,3,3,4,2,4,2,2,3,2,1,3,4,3,3,4,4,1,2,3,4,1,4,2,0,0,0,3,4,3,2,4,4,4,0,0,4,2,4,2,4,2,3,4,4,3,1,2,1,4,4,1,2,4,4,1,4,1,3,4,4,1,2,4,4,2,4,4,0,4,4,0,4,4,1,4,4,4,1,4,4,4,4,2,2,2,0,2,2,0,1,3,2,2,4,4,1,2,1,4,4,1,1,0,2,0,4,1,4,4,2,4,2,3,4,0,1,3,1,4,4,4,1,1,2,2,4,4,0,3,3,0,0,4,1,4,2,3,2,0,2,4,1,4,4,4,3,4,4,3,3,2,4,1,0,2,2,1,0,2,0,4,2,1,2,1,3,0,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,4,4,4,2,3,1,1,4,1,4,1,2,4,1,1,2,1,4,4,2,2,2,4,4,2,4,2,0,4,3,2,0,1,2,2,2,4,1,2,1,2,1,2,2,0,3,2,2,0,4,0,4,3,0,1,0,4,4,1,4,4,0,4,3,0,3,4,2,2,0,3,3,0,1,4,4,0,4,2,1,1,1,1,3,2,1,4,2,2,2,4,4,1,4,2,4,4,4,2,3,3,4,1,2,4,3,3,4,4,0,1,2,3,3,4,2,4,3,4,1,4,4,2,0,2,2,4,4,0,4,3,1,4,4,3,2,1,3,4,0,0,2,1,4,2,2,2,0,0,1,4,4,2,3,2,0,0,2,1,1,4,2,3,0,1,4,2,4,3,3,1,1,0,2,0,1,0,4,3,0,4,0,4,4,1,0,2,0,0,0,1,4,1,4,4,4,1,1,0,1,2,4,2,0,4,0,2,4,4,3,2,0,3,1,4,4,1,2,1,2,4,0,2,2,4,2,4,3,2,4,0,4,3,2,4,1,0,4,4,4,1,3,4,2,3,2,1,4,2,4,1,4,4,0,4,4,4,1,2,4,3,4,2,4,4,4,0,2,4,4,0,1,1,3,0,0,4,3,4,3,2,2,4,0,4,1,2,4,1,2,3,2,2,2,4,2,3,2,2,3,4,2,4,4,4,3,0,4,4,4,1,1,0,4,4,4,4,3,2,0,4,2,1,4,4,2,2,4,2,2,2,4,0,2,0,4,2,2,2,4,2,2,4,4,0,2,2,4,3,0,4,3,0,0,0,4,4,0,3,4,4,4,3,2,0,3,3,2,2]",ok,
